course code|link|course name|description
KMD2003H|http://current.ischool.utoronto.ca/course-descriptions/kmd2003h|Knowledge Media & Learning|"How are social media practices reshaping landscapes of education, politics, policy-making, and public engagement? There are 5.3 billion mobile subscribers (77% of the world population). More than 250 million people access Facebook through their mobile devices. Facebook’s 750 million users would constitute the world’s 3rd largest country. YouTube has 490 million unique users each month. Wikipedia authors total over 91,000 contributors, and Wikipedia hosts 17 million articles. And 50% of the world’s population is under 30.
Against this backdrop, this course offers an overview of three areas of media, knowledge design, and technologies: (a) media education and media literacy, (b) median and democracy, and (c) philosophies of technology. More information.
 
Note: 
This course is cross-listed with TPS1447H: Technology in Education: Philosophical Issues."
KMD2004H|http://current.ischool.utoronto.ca/course-descriptions/kmd2004h|Knowledge Media, Culture & Society|"The widespread development and implementation of new technologies is frequently disruptive or controversial as they stabilize into dominant designs. This course examines controversial contemporary technologies and their contexts by explicitly challenging the notion of ‘social impacts of technology’. The class instead focuses on the development of technologies as a complex socio-technical phenomenon with multiple stakeholders. Drawing specifically on the field of Science and Technology Studies (STS) we will consider a more nuanced conceptual apparatus for the design and deployment of new technologies.
The lecture component of the class will focus on selected emerging technologies that are still in their formative stages and the subject of public controversies including: biometric identification, face recognition, Radio Frequency ID tags (RFID), video surveillance, work place monitoring, etc. The design component of the course, will first challenge students to in small groups to revision augmented performance space using contemporary disruptive technologies; then the class will work as a whole to develop and prototype either one or multiple ideas from the first half of the course. More information."
KMD4000H|http://current.ischool.utoronto.ca/course-descriptions/kmd4000h|Knowledge Media Design: Special Topics|"This course offers an in-depth examination of selected topics in Knowledge Media Design. Topics vary and the content in any given year will vary based on the instructor and specific project opportunities. The main focus of the course will be on key developments in communication, media, knowledge production, dissemination, evaluation and translation. Special projects reflecting KMD challenges will be explored under the mentorship of a member of the KMD collaborative program and often in partnership with key informants to whom the design challenge matters.
Students working in groups or individually will be responsible for keeping an open course blog and formulating a process for developing a deeper understanding of the nature of the challenge. More information.
Pre/Co-requisite: 
KMD1001H – Knowledge Media Design: Fundamental Concepts"
MHI2001H|http://current.ischool.utoronto.ca/course-descriptions/mhi2001h|Health Informatics I|This course is designed to provide an overview of basic concepts and recurrent themes in Health Informatics (HI) - an emergent discipline that deals with the collection, storage, retrieval communication and use of health related data, information and knowledge. During the course we will explore a number of topics central to understanding of the field including the history of and motivation for HI, Biomedical data, information and knowledge, information systems design for the health care domain, and organizational and societal issues. For further details see the full course description.
MHI2002H|http://current.ischool.utoronto.ca/course-descriptions/mhi2002h|Health Informatics II|Health Informatics essentially seeks to apply Information and Communication Technology (ICT) to improve all aspects of healthcare, including preventive and acute care, research, and education. This course provides an overview of applications of ICT to health care and biomedicine. Potential and actual benefits as well as the challenges associated with these applications will be discussed. Topics include Electronic Health Record (EHR) and Computerized Provider Order Entry (CPOE), patient care systems, telehealth, clinical Decision Support Systems (DSS) and bioinformatics. For further details see the full course description.
MSL1100H|http://current.ischool.utoronto.ca/course-descriptions/msl1100h|Museology and Theory|The objective of this seminar is to introduce a range of issues occupying contemporary museology: typology of museums; object, authenticity; and experience; the relationship of museums to their communities; ethics and public service; the museum as educator; and aesthetics and the museum. This course is not intended to be comprehensive but will provide a philosophical and theoretical framework for future museum professionals.
MSL1150H|http://current.ischool.utoronto.ca/course-descriptions/msl1150h|Collection Management|This course is designed to provide an understanding of objects, the storage, handling, conservations and management of collections, that is, the activities upon which the curatorial, research and educational functions of the museum are based.
MSL1230H|http://current.ischool.utoronto.ca/course-descriptions/msl1230h|Ethics, Leadership, Management|"This course introduces a perspective based on museum ethics and contemporary approaches to leadership in order to address key concepts, contexts and issues of museum management: the changing missions, external environments and stakeholders of contemporary museums, organizational structure and design, mission, policy and strategy, planning and programming, marketing, museum economics and financial management, museum professionalism, leadership and motivation, and managing creativity and change.
Drawing from recent museum management practice and research, it touches upon organizational and strategic issues such as the role and responsibilities of the Board of Trustees, managerialism and the museum director, the virtues and limitations of instrumentalism, the balance between collections stewardship and public service, de-accessioning and repatriation, gate-keeping through cultural representation, working with communities, social inclusion, autonomy vs. commercialization, and the socioeconomic impact of museums.
The approach, supported by an extensive reading list and guest speakers, connects pragmatic museum management concerns with values-based, critical management insights of value to future museum leaders.
Exclusion: 
MSL1200H"
MSL1300H|http://current.ischool.utoronto.ca/course-descriptions/msl1300h|Contemporary Theories of Art and Culture|This inter-disciplinary course offers students an overview of a wide range of contemporary developments in theoretical approaches to the study of art and culture. In particular, the course focuses on the recent turn towards more socially and historically-grounded modes of analysis within a number of disciplines and research fields, including art history, philosophy and museum studies. The course also traces the development of contemporary cultural theory, surveying recent work in cultural studies, sociology, feminism, and postmodernism, and drawing on several case studies in the museum, gallery, and public art sectors.
MSL1350H|http://current.ischool.utoronto.ca/course-descriptions/msl1350h|Museums and their Publics|"This course introduces students to people and communities who do, and do not, visit museums.  General topics covered include: studying visitor experiences in physical museums and on their websites; museums as sites for constructing meaning and lifelong learning; on-site and online museum visits that personally change or transform individuals; and museums and social responsibility. Students will have opportunities to analyse experiences planned for visitors across museums locally and internationally, and evaluate visitor response to physical and online exhibitions and programs.
After taking this course, students will be better able to analyse in a constructive and critical way on-site and online experiences planned for visitors across museums locally and internationally. They will have reflected on how museums can fulfil their search for value and meaning by building new kinds of relationships with their publics.
Practice in evaluating visitor response to on-site/online exhibitions and programs, as well as improved skills as effective museum educators, communicators, and visitor researchers also will be outcomes of this course."
MSL2000H|http://current.ischool.utoronto.ca/course-descriptions/msl2000h|Curatorial Practice|"The classic tasks of curators focus on advancing cultural, artistic, historical, and scientific understanding, and then making it accessible to scholars and to the public through exhibits and other media, typically in a collections-centred environment. Hand-in-hand with this work, curators enhance museum collections, most notably by choosing items to acquire and selecting materials to deaccession. They also contribute their expertise in the wider operations of museums and galleries, typically at a senior level. Beyond these long-standing functions, curators serve as facilitators for other people to study museum resources and communicate their findings to the public. Building on themes introduced in ""Introduction to Museology and Public History"" of central importance to these endeavours, ""Curatorial Practice"" explores those functions and related topics, both at a theoretical level and as they play out in today's contested museum and gallery worlds."
MSL2050H|http://current.ischool.utoronto.ca/course-descriptions/msl2050h|Curating Science|"Science subjects dominate the museum field -- natural history, zoology, botany, anthropology, astronomy, palaeontology, archaeology, and classical physics to name but a few. Furthermore, the history of modern science is tied to the history of museums and in many ways public displays of science have influenced the development of science itself. Yet few museum professionals speak and understand the language of science. With a view to satisfying the basic requirements of any museum professional, this course will introduce the student to the fundamentals of scientific thinking and to the key issues associated with curating science subject matter. Specific examples of science-based museum displays and exhibitions will be explored in an engaging series of lectures, workshops, excursions and conversations with museum professionals.
The student will come away with the tools needed to engage with the subject of science and museums at an advanced professional level.
 "
MSL2100H|http://current.ischool.utoronto.ca/course-descriptions/msl2100h-0|Museum Environment - Intensive Format|"This course is an introduction to preventive conservation. As such, it focuses on: identifying and quantifying the environmental factors that affect collections; developing strategies that mitigate those factors; understanding the materials that make up a museum collection - how they degrade, react to their environment and the objects around them; and evaluating the conservation requirements for the safe exhibition and storage of museum collections.
This course will be offered in an intensive 6 week format in 2013-2014. Classes will be held six (6) Fridays from 9 to 5 pm and students must be able to attend all 6 classes. There will be a section offered in each term.
The major class assignments will be applied, working with a partner museum. Students are required to identify and make arrangements with their partner museum in advance.
Fall 2013 meeting dates:
Class 1 - October 4
Class 2 - October 11
Class 3 - October 18
Class 4 - October 25
Class 5 - November 1
Reading Week, November 4-8 - No class
Class 6 - November 15
Please note the Add/Drop deadlines for MSL2100H:
Last day to add this course: TBA once meeting dates have been confirmed
Last day to drop this course: TBA once meeting dates have been confirmed
Winter 2014 meeting dates: 
Class 1 - TBA
Class 2 - TBA
Class 3 - TBA
Reading Week, February 18-212 - No class
Class 4 - TBA
Class 5 - TBA
Class 6 - TBA
Please note the Add/Drop deadlines for MSL2100H:
Last day to add this course: TBA once meeting dates have been confirmed
Last day to drop this course: TBA once meeting dates have been confirmed"
MSL2115H|http://current.ischool.utoronto.ca/course-descriptions/msl2115h|Global Cultures and Museums|"This course examines museums and other cultural institutions – public memorials, UNESCO heritage sites or national parks – from a global perspective. The course looks at museums as participants within a global network of institutions, communities and practices informed by diverse histories – colonialism, post-colonialism, socialism, apartheid, etc. It explores, deconstructs and challenges both common global trends in museological culture and particularities of local and national practices.
The course introduces students to contemporary and historical case studies from around the world including Eastern Europe, Asia and Africa, examined through interdisciplinary and international theoretical perspectives borrowing from anthropology, cultural studies, global studies, history, museum studies and memory studies."
MSL2240H|http://current.ischool.utoronto.ca/course-descriptions/msl2240h|The Photographic Record|This course examines photographic histories in their complex relations to institutions of collection and display. It looks at the production and circulation of photographs within particular institutional frameworks to explore the discursive production of photographic meaning in relation to the development of photographic technologies, and social, cultural and economic histories.
MSL2325H|http://current.ischool.utoronto.ca/course-descriptions/msl2325h|Museums and New Media Practice|This course introduces students to the basic theories, fundamentals and practices of web based cultural projects. A central goal of the course is to examine how the Internet supports new ways of thinking and learning in museums. Students will consider new methodologies in the presentation of a museum collection and how the public interacts with it. The students will develop a variety of skills including an introduction to digital media, awareness of curatorial models and learning systems, overview of project management, marketing, budgeting for new media and an understanding of the developmental phases of web based projects.
MSL2330H|http://current.ischool.utoronto.ca/course-descriptions/msl2330h|Interpretation and Meaning-Making in Cultural Institutions|"This inter-disciplinary course provides an overview of western traditions of interpretation and examines how these are manifest in the interpretive practices of contemporary cultural institutions. The course investigates various attempts to define, locate, justify and build a set of rules and/or sentiments from which the interpretation of the ""texts""? of the world could proceed—be they written, visual, social or ideological. Specifically, we will look at the allegorical impulses of medieval textual interpretations, the reasoned truths of the enlightenment, the passions and authorial empathy of the nineteenth-century romantics, the structural empiricism of the early these, we will find and face the meaning-making practices that both haunt and inform contemporary acts of interpretation."
MSL2331H|http://current.ischool.utoronto.ca/course-descriptions/msl2331h|Exhibitions, Interpretation, Communication|"This course explores the three main areas which make up a museum’s public programming strategies – exhibitions, interpretation and communication. For each area, we will look into the theories which shaped it, the histories which inform it and the practices developed by museums and other ""cultural"" institutions, from department stores to amusement parks. The course discusses critically different regimes of public display from the 18th century to the present, focusing on forms of representation and corresponding categories of knowledge. It traces the changes in public programming and education from object pedagogies to strategies which include all aspects of the sensorium, from sight to taste. Finally, the course maps out changes in communication, branding and advertising practices as influenced by the rise of the culture industries and new media technologies."
MSL2332H|http://current.ischool.utoronto.ca/course-descriptions/msl2332h|Public Programs and Education|"This course examines the theoretical roots, the ideological positions and the research literature on public programming and education strategies deployed in museums, parks, libraries, and heritage institutions. The course offers a critique of models of schooling, experience, citizenship and critical engagement that dominate current discourse and practices.
Students will have the opportunity to try out and experiment with new programming strategies in class and during selected museum visits. The final project for this course is a production plan for an education program at a current exhibition, institution or cultural event.
This a blended learning or hybrid course; part of the course will take place in an electronic learning environment, part will take place in an in-person classroom environment, and part in cultural heritage and museum environments."
MSL2340H|http://current.ischool.utoronto.ca/course-descriptions/msl2340h|Issues in Cultural Policy and Contemporary Culture|"Drawing on an eclectic range of academic work in cultural studies, cultural policy studies, sociology, art history, and museum studies, this interdisciplinary course explores a wide variety of topics in contemporary cultural policy, addressing both the subsidized arts sector and the cultural and creative industries.
Adopting primarily a case study approach, the course examines issues and controversies in both the visual and performing arts, encompassing gallery and museum-based work, public art, contemporary music, intellectual property, and arts funding.
The course offers students an introduction to the basic structures and principles of cultural policy, focusing especially on the Canadian and American contexts, but also addressing a variety of issues that are international in scope."
MSL2350H|http://current.ischool.utoronto.ca/course-descriptions/msl2350h|Museum Planning and Management: Projects, Fundraising and Human Resources|The objective of this course is to provide students with a more in-depth understanding of fundraising in the museum environment, project management, and managing people. Students also study the role of collective bargaining agreements negotiated in the not-for-profit sector and engage in simulated negotiating sessions, as well as prepare a detailed plan for a project of their choice. Other topics covered include leadership and motivation.
MSL2360H|http://current.ischool.utoronto.ca/course-descriptions/msl2360h|Museums and Indigenous Communities: Changing Relations, Changing Practice|"This course explores the changing relationships between aboriginal source communities and museums holding their material heritage. We begin with a historical overview of collecting practices, the role of indigenous material culture in the development of museums, and the relationship between museums and colonialism. Contemporary case studies primarily drawn from post-colonial and settler contexts during the last three decades are investigated as a response to earlier practices.
Students are challenged to use these case studies in order to interrogate ideas of the museum as a ‘contact zone’, the shifting meaning of objects, contemporary curatorial challenges, the potential of new museum practices, and source community expectations. Actual exhibitions, repatriation requests and museological dilemmas are used to engage critically with theoretical developments in material culture studies, material anthropology, art history, and indigenous studies.
Note: 
Not offered 2013-2014."
MSL2370H|http://current.ischool.utoronto.ca/course-descriptions/msl2370h|Museums and Cultural Heritage I: Context and Critical Issues|This course provides students with an introductory overview of the museum and cultural heritage sectors. Students will be exposed to a wide range of themes and concepts that constitute and shape the discipline, in particular preservation, representation and authenticity, memorialization, taxonomy, technology, ownership and repatriation, global tourism, cultural policy, and the roles of architecture and design in museological practice. Museums, memorials, national parks and historic sites, among other examples of cultural heritage, will be examined in light of philosophical issues and evolving political, social, economic and cultural contexts.
MSL2500H|http://current.ischool.utoronto.ca/course-descriptions/msl2500h|Constructing and Curating Digital Heritage|"The impact of digital technology is increasingly visible in almost all fields of contemporary museum and cultural heritage practice. Digitization of cultural heritage collections, both within and outside museums, as well as the emergence of “born digital” cultural information on the Web, establish digital heritage as a new field of theory and practice, laden with new problems and opportunities, and introducing new issues and agendas related to the digital curation of cultural information. To elucidate these phenomena, this course introduces museum documentation and digital collection theory and practice through a historical examination of museum collections, cataloguing practices, as well as wider traditions on constructing and managing cultural information; it explores how information technologies change the role of museums and cultural heritage institutions as sites for curatorship, as infrastructures for scholarly research, and as memory institutions – guardians of authenticity and intellectual preservation of the past; finally, it examines critically how interactivity and narrative, virtual and augmented reality, social media, user-generated content, linked data and ontologies produce new challenges and opportunities for cultural memory, digital curation and meaning-making.
Students taking this course will be expected to develop a critical understanding of the concepts, issues and methodological approaches relevant to the construction and curation of digital cultural heritage collections, based on a combination of theoretical and applied work.
Note: 
Former course title: Museums and Information. No change in content."
MSL3000Y|http://current.ischool.utoronto.ca/course-descriptions/msl3000y|Internship|"The internship, taken between the first and second year of enrolment, is a 12-week placement in a recognised museum, gallery or related institution. The goal of the internship is the development of competence in the practice of museum studies. It is an integral part of the curriculum, intended to reinforce knowledge gained in first-year course work and to apply it to museum situations. Each placement is designed to meet the individual student's needs in relation to career goals and interests. Previous internships have been arranged in institutions and organisations throughout Canada, the US and abroad.
Specific times for MSL3000Y in the Winter term to be confirmed in September."
MSL4000Y|http://current.ischool.utoronto.ca/course-descriptions/msl4000y|Exhibition Project|In this course a cohort of students in the second year of their program work together throughout the fall and spring terms to prepare one or more exhibitions. The exhibition(s) will take place at the end of the second year at various University sites or in conjunction with local museums. Whereas, Museum Studies staff and the respective museum staff establish the exhibit's parameters, students are involved in all aspects of its development. Exhibition projects must be approved by the Director and the Program Committee.
MSL5050H|http://current.ischool.utoronto.ca/course-descriptions/msl5050h|Special Studies|"In this course students undertake a directed study of a museum related application that cannot be met by the present complement of elective courses. Topics may relate to any aspect of museum operation or function.
Museum Studies students, as well as students outside of the Museum Studies who wish to apply their particular field of study to a specific issue in Museum Studies, should discuss the topic with a potential supervisor. Approval is subject to department guidelines and procedures, as well as the availability of a supervisor.
In order to be considered an elective credit, the work in this course cannot significantly overlap the content of other courses in the Master of Museum Studies program. Students must submit the SGS form Request for Reading and/or Research Course."
RST9999Y|http://current.ischool.utoronto.ca/course-descriptions/rst9999y|Thesis|The thesis option allows students to gain experience in developing and executing a research project from beginning to end. Students must complete a research methods course appropriate to their program of study with a final grade of at least A- and complete a thesis (equivalent to 3.0 FCE in the MI program and 2.0 FCE in the MMSt program). For more information, please see thesis option.
